review_id,employee_id,review_date,rating
261,1385,,5
262,2231,,3
263,2857,,3
264,3373,,4
265,2773,,3
266,1977,,2
267,2790,,5
268,971,,2
269,2981,,4
270,2988,,5
271,1315,,4
272,231,,5
273,2345,,1
274,351,,4
275,60,,1
276,3246,,3
277,1945,,1
278,2227,,4
279,3016,,2
280,3182,,1
281,3277,,5
282,456,,5
283,1110,,1
284,2632,,2
285,99,,1
286,805,,4
287,1764,,5
288,1176,,2
289,592,,3
290,3080,,4
291,1535,,3
292,1409,,4
293,2252,,4
294,2297,,4
295,1688,,4
296,3039,,3
297,1014,,2
298,2983,,4
299,2974,,1
300,31,,3
301,2585,,1
302,542,,4
303,1664,,4
304,3147,,3
305,670,,2
306,1927,,3
307,2664,,4
308,1645,,4
309,268,,5
310,224,,1
311,1774,,1
312,86,,4
313,53,,1
314,3266,,1
315,1826,,2
316,1623,,4
317,344,,1
318,2694,,2
319,1749,,1
320,754,,0
321,2579,,4
322,812,,1
323,1724,,2
324,1919,,3
325,956,,3
326,3001,,1
327,2410,,3
328,989,,5
329,537,,2
330,1127,,1
331,1594,,2
332,1886,,3
333,1371,,2
334,138,,1
335,2316,,1
336,1298,,4
337,1149,,1
338,1906,,2
339,2861,,4
340,17,,3
341,3291,,1
342,2186,,1
343,1873,,3
344,175,,2
345,2436,,5
346,2466,,1
347,1920,,1
348,2746,,3
349,2873,,5
350,2873,,1
351,1120,,5
352,2307,,5
353,197,,3
354,1924,,3
355,500,,5
356,1054,,4
357,2318,,3
358,1455,,2
359,2958,,5
360,299,,2
361,3329,,2
362,2422,,5
363,1475,,3
364,85,,4
365,144,,5
366,1417,,4
367,1961,,1
368,1734,,4
369,1019,,3
370,2227,,1
371,2104,,1
372,1176,,5
373,1116,,1
374,1517,,3
375,2546,,5
376,2012,,5
377,436,,5
378,3162,,4
379,693,,3
380,2302,,2
381,58,,5
382,872,,3
383,1935,,2
384,2902,,5
385,1928,,2
386,189,,1
387,3274,,4
388,933,,3
389,1249,,4
390,371,,4
391,2385,,4
392,1532,,2
393,753,,2
394,2182,,2
395,672,,5
396,1819,,4
397,2273,,2
398,2779,,5
399,2380,,4
400,1944,,3
401,117,,5
402,797,,5
403,1980,,3
404,1838,,1
405,1828,,3
406,2520,,2
407,3100,,4
408,1723,,1
409,461,,3
410,1514,,3
411,866,,2
412,1813,,4
413,2020,,3
414,1878,,2
415,1993,,5
416,1064,,3
417,606,,1
418,2926,,4
419,1376,,2
420,712,,4
421,3410,,4
422,113,,4
423,1187,,5
424,2540,,4
425,1408,,2
426,2885,,5
427,1230,,3
428,2202,,4
429,1465,,2
430,1607,,5
431,1706,,5
432,3341,,5
433,2603,,2
434,1270,,5
435,1427,,4
436,1391,,1
437,2522,,5
438,2025,,3
439,1831,,3
440,1475,,2
441,1365,,5
442,1902,,1
443,2847,,2
444,3311,,3
445,209,,1
446,814,,2
447,2347,,4
448,509,,3
449,2091,,5
450,1451,,5
451,654,,1
452,1727,,2
453,1744,,5
454,2443,,5
455,2829,,1
456,3272,,4
457,1504,,2
458,2359,,5
459,2697,,3
460,3382,,1
461,2228,,2
462,844,,5
463,1172,,4
464,716,,1
465,678,,5
466,1050,,5
467,1707,,3
468,2696,,1
469,998,,3
470,639,,1
471,434,,2
472,672,,2
473,1483,,4
474,1411,,4
475,1367,,1
476,1088,,5
477,1553,,4
478,2215,,4
479,153,,4
480,3049,,4
481,1047,,4
482,475,,2
483,599,,4
484,1873,,5
485,1784,,4
486,303,,3
487,1710,,4
488,759,,5
489,3121,,4
490,1059,,4
491,3424,,5
492,1984,,2
493,3304,,2
494,1901,,2
495,432,,2
496,2203,,4
497,1637,,3
498,2805,,5
499,1341,,4
500,642,,4
501,390,,5
502,2547,,5
503,798,,1
504,2285,,5
505,461,,5
506,274,,2
507,2434,,2
508,1181,,3
509,1943,,5
510,95,,4
511,645,,3
512,309,,2
513,959,,5
514,972,,4
515,1283,,1
516,833,,2
517,1565,,5
518,3084,,4
519,295,,3
520,3062,,3
521,1414,,1
522,1980,,5
523,2302,,4
524,2518,,3
525,3233,,4
526,3424,,3
527,338,,3
528,1405,,1
529,1847,,3
530,1790,,5
531,3396,,1
532,2231,,3
533,1379,,5
534,3153,,3
535,2504,,1
536,2730,,5
537,2150,,1
538,221,,3
539,3325,,1
540,2442,,6
541,512,,2
542,863,,2
543,1168,,5
544,874,,3
545,2127,,2
546,1875,,2
547,728,,3
548,2385,,2
549,983,,5
550,546,,2
551,3277,,4
552,1078,,3
553,797,,2
554,2453,,3
555,2615,,1
556,521,,3
557,192,,4
558,2911,,3
559,1727,,1
560,1562,,3
561,1440,,1
562,2008,,2
563,2307,,4
564,276,,5
565,910,,5
566,3270,,3
567,572,,2
568,3109,,5
569,1375,,2
570,652,,3
571,2038,,1
572,2272,,2
573,1199,,3
574,2717,,4
575,219,,5
576,418,,1
577,2129,,3
578,1978,,5
579,2395,,1
580,2913,,3
581,3186,,4
582,1736,,1
583,1717,,4
584,3164,,3
585,3291,,4
586,164,,4
587,1733,,1
588,3149,,1
589,176,,2
590,3347,,2
591,2566,,2
592,535,,5
593,2195,,4
594,1477,,2
595,1146,,4
596,2127,,1
597,2519,fecha_mala,1
598,3060,,1
599,1430,,3
600,547,,4
601,2959,,3
602,1145,,3
603,2601,,1
604,2733,,4
605,201,,3
606,1405,,5
607,291,,2
608,2072,,1
609,2723,,3
610,1919,,1
611,1110,,1
612,3334,,2
613,294,,4
614,485,,3
615,1255,,5
616,3249,,1
617,3064,,5
618,1933,,3
619,3262,,3
620,3097,,5
621,2011,,3
622,404,,1
623,3081,,2
624,2198,,5
625,484,,1
626,2878,,5
627,1366,,4
628,2696,,3
629,897,,2
630,35,,5
631,1555,,1
632,1549,,4
633,2959,,2
634,396,,2
635,3128,,1
636,524,,3
637,3201,,1
638,2420,,1
639,1233,,2
640,3277,,3
641,1231,,5
642,2172,,5
643,56,,3
644,351,,3
645,1211,,4
646,836,,2
647,779,,4
648,1298,,4
649,2085,,4
650,430,,5
651,2576,,2
652,2905,,1
653,2863,,3
654,667,,2
655,3016,,1
656,444,,1
657,367,,3
658,2486,,5
659,2605,,2
660,435,,3
661,1424,,1
662,1406,,1
663,2476,,4
664,1766,,4
665,2058,,1
666,275,,3
667,3346,,3
668,1904,,1
669,2291,,2
670,1645,,5
671,844,,2
672,2290,,4
673,988,,4
674,751,,1
675,1892,,5
676,1222,,5
677,3064,,4
678,2260,,1
679,1280,,5
680,122,,1
681,1169,,3
682,397,,3
683,751,,4
684,972,,1
685,2235,,5
686,365,,3
687,555,,2
688,136,,2
689,3141,,4
690,3382,,1
691,1022,,2
692,1561,,5
693,1032,,5
694,1828,,2
695,1888,,3
696,874,,3
697,2209,,2
698,27,,2
699,2208,,1
700,2572,,5
701,182,,2
702,2479,,1
703,2526,,4
704,3331,,1
705,2762,,5
706,73,,5
707,280,,3
708,470,,1
709,1993,,1
710,2440,,5
711,2254,,3
712,1131,,3
713,688,,1
714,219,,5
715,1281,,3
716,1031,,1
717,1041,,1
718,301,,5
719,998,,1
720,2869,,2
721,825,,1
722,3004,,1
723,297,,5
724,2182,,4
725,370,,2
726,1321,,1
727,3267,,2
728,2634,,2
729,1760,,4
730,2164,,3
731,2262,,3
732,2713,,1
733,2031,,1
734,1750,,2
735,260,,2
736,3283,,3
737,1940,,5
738,994,,3
739,462,,2
740,2070,,3
741,2680,,1
742,2768,,4
743,3035,,1
744,3062,,2
745,2134,,5
746,3243,,3
747,254,,4
748,1353,,2
749,1658,,5
750,2396,,2
751,1025,,2
752,994,,1
753,3094,,2
754,2225,,3
755,2176,,1
756,631,,1
757,1714,,2
758,1444,,4
759,2126,,3
760,3152,,1
761,954,,1
762,2778,,1
763,2171,,2
764,1701,,2
765,3254,,1
766,503,,3
767,2324,,3
768,1366,,4
769,2336,,5
770,475,,4
771,2522,,5
772,235,,5
773,1195,,5
774,3105,,2
775,2167,,1
776,1684,,1
777,1134,,5
778,307,,5
779,381,,2
780,2455,,4
781,940,,3
782,255,,1
783,1501,,4
784,1357,,1
785,3281,,1
786,789,,3
787,917,fecha_mala,1
788,564,,2
789,645,,4
790,1828,,3
791,764,,1
792,2465,,2
793,2800,,5
794,1669,,5
795,821,,5
796,2812,,3
797,3310,,3
798,3143,,4
799,3152,,5
800,2765,,1
801,2529,,5
802,3276,,4
803,1163,,1
804,3182,,5
805,71,,1
806,2852,,1
807,1145,,2
808,1003,,3
809,2314,,3
810,598,,2
811,3404,,4
812,2491,,3
813,66,,1
814,2896,,5
815,370,,2
816,2820,,4
817,2785,,2
818,2205,,4
819,2057,,2
820,2843,,2
821,2913,,1
822,2423,,5
823,586,,4
824,2279,,4
825,690,,4
826,160,,1
827,520,,3
828,1578,,5
829,3301,,2
830,116,,1
831,255,,5
832,317,,1
833,653,,4
834,1853,,5
835,2814,,4
836,163,,1
837,2756,,5
838,3128,,1
839,272,,5
840,1543,,1
841,2791,,3
842,2398,,5
843,635,,2
844,507,,1
845,1527,,1
846,2904,,2
847,3250,,2
848,1638,,2
849,1814,,3
850,1914,,2
851,1679,,3
852,2222,,2
853,938,,2
854,1850,,5
855,2100,,4
856,1929,,4
857,3340,,2
858,2550,,5
859,2515,,2
860,2763,,4
861,1808,,4
862,1049,,2
863,1836,,4
864,3159,,1
865,3012,,2
866,1213,,3
867,1655,,4
868,933,,2
869,42,,4
870,1067,,4
871,346,,5
872,1228,,1
873,184,,3
874,1086,,4
875,2447,,3
876,2890,,2
877,3040,,3
878,1922,,3
879,1872,,3
880,3315,,5
881,1903,,3
882,288,,2
883,3206,,1
884,2103,,1
885,2284,,3
886,329,,2
887,1609,,1
888,1572,,2
889,2791,,2
890,1311,,3
891,1176,,1
892,2332,,5
893,54,,5
894,2554,,5
895,26,,1
896,816,,4
897,1704,,1
898,664,,4
899,122,,4
900,1437,,2
901,2423,,3
902,829,,5
903,939,,1
904,2318,,3
905,3246,,2
906,1774,,1
907,1915,,4
908,2833,,5
909,227,,3
910,3361,,3
911,1630,,3
912,1296,,1
913,2117,,2
914,3124,,4
915,3210,,3
916,2662,,2
917,1657,,1
918,511,,1
919,652,,3
920,2864,,2
921,429,,4
922,1650,,3
923,1397,,1
924,2429,,2
925,1176,,1
926,2407,,1
927,1741,,4
928,3035,,2
929,640,,5
930,2607,,2
931,2472,,2
932,2825,,3
933,1680,,2
934,1100,,3
935,1772,,1
936,3333,,1
937,668,,5
938,2266,,2
939,769,,1
940,2650,,2
941,1451,,3
942,2942,,3
943,560,,4
944,424,,5
945,3257,,2
946,1153,,2
947,291,,1
948,2864,,1
949,1419,,1
950,3158,,1
951,1500,,3
952,2590,,4
953,1983,,5
954,1652,,2
955,1665,,2
956,861,,4
957,2523,,4
958,1799,,4
959,6,,1
960,1361,,1
961,1391,,3
962,3034,,3
963,1463,,2
964,1943,,5
965,284,,1
966,1343,,2
967,973,,4
968,1708,,3
969,3078,,2
970,3198,,3
971,983,,3
972,2101,,2
973,3269,,4
974,785,,4
975,1501,,1
976,1713,,1
977,12,,5
978,1595,,2
979,416,,1
980,1064,,3
981,396,,2
982,2522,,5
983,2860,,5
984,919,,1
985,139,,1
986,1687,,4
987,393,,2
988,1511,,1
989,1864,,3
990,1600,,4
991,1788,,5
992,1942,,3
993,561,,4
994,2341,,3
995,2290,,4
996,490,,5
997,1486,,5
998,988,,4
999,1361,,5
1000,2647,,1
1001,2044,,4
1002,3110,,5
1003,1950,,5
1004,153,,2
1005,2437,,3
1006,252,,4
1007,1172,,1
1008,3199,,4
1009,3390,,2
1010,507,,5
1011,3375,,4
1012,3355,,2
1013,3009,,1
1014,2837,,4
1015,258,,3
1016,414,fecha_mala,4
1017,2102,,1
1018,352,,3
1019,860,,4
1020,3348,,5
1021,3119,,2
1022,873,,2
1023,1846,,4
1024,1845,,2
1025,900,,5
1026,810,,4
1027,1498,,5
1028,2058,,1
1029,2755,,1
1030,2878,,5
1031,70,,2
1032,2250,,2
1033,2110,,2
1034,160,,3
1035,2859,,5
1036,2039,,4
1037,2463,,1
1038,2264,,5
1039,1145,,3
1040,689,,4
1041,1295,,2
1042,2611,,1
1043,2181,,3
1044,2148,,2
1045,447,,1
1046,33,,4
1047,2288,,5
1048,3256,,5
1049,1229,,2
1050,1527,,4
1051,3281,,3
1052,796,fecha_mala,3
1053,1788,,4
1054,296,,2
1055,903,,2
1056,1283,,3
1057,2348,,4
1058,1055,,3
1059,1578,,2
1060,1021,,1
1061,484,,3
1062,2717,,1
1063,2305,,3
1064,2213,,4
1065,1997,,3
1066,456,,3
1067,1765,,2
1068,2426,,2
1069,1694,,5
1070,2478,,5
1071,1128,,1
1072,1762,,2
1073,1305,,2
1074,3411,,4
1075,614,,1
1076,971,,4
1077,2333,,1
1078,201,,5
1079,1757,,1
1080,99,,5
1081,1808,,5
1082,1098,,4
1083,651,,5
1084,1706,,3
1085,1134,,4
1086,268,,4
1087,1825,,1
1088,1938,,5
1089,2267,,4
1090,3086,,3
1091,2407,,2
1092,2730,,4
1093,2220,,5
1094,2304,,1
1095,2718,,5
1096,2267,,3
1097,1721,,4
1098,2502,,1
1099,3307,,1
1100,1693,,4
1101,775,,2
1102,1377,,2
1103,49,,4
1104,1051,,2
1105,3039,,2
1106,342,,2
1107,3042,,2
1108,1926,,4
1109,1091,,1
1110,1619,,5
1111,3010,,4
1112,408,,1
1113,1938,,3
1114,919,,1
1115,1854,,1
1116,2697,,4
1117,3156,,2
1118,876,,3
1119,2273,,2
1120,1459,,2
1121,1722,,4
1122,553,,4
1123,2934,fecha_mala,1
1124,582,,5
1125,137,,3
1126,2591,,2
1127,1390,,1
1128,229,,3
1129,2332,,4
1130,977,,1
1131,3344,,2
1132,3360,,5
1133,1886,,1
1134,1630,,5
1135,1524,,2
1136,2077,,3
1137,3114,,4
1138,2195,,5
1139,340,,4
1140,672,,2
1141,2156,,1
1142,1265,,4
1143,1642,,3
1144,1373,,4
1145,2042,,5
1146,791,,5
1147,253,,3
1148,802,,4
1149,2288,,4
1150,2082,,1
1151,2772,,2
1152,372,,1
1153,485,,2
1154,443,,1
1155,1928,,5
1156,1964,,5
1157,546,,4
1158,1539,,3
1159,177,,1
1160,2096,,3
1161,1953,,1
1162,93,,1
1163,304,,1
1164,2415,,3
1165,3080,,6
1166,2911,,3
1167,1943,,4
1168,1796,,3
1169,2769,,5
1170,2880,,2
1171,3105,,2
1172,1369,,1
1173,1631,,2
1174,271,,1
1175,600,,1
1176,1294,,5
1177,2773,,3
1178,1529,,4
1179,2012,,2
1180,2965,,4
1181,1630,,3
1182,1147,,5
1183,2502,,4
1184,1080,,3
1185,1330,,4
1186,3042,,4
1187,1498,,5
1188,860,,3
1189,2859,,5
1190,2201,,1
1191,2630,,1
1192,1119,,2
1193,2679,,5
1194,3259,,5
1195,560,,3
1196,650,,3
1197,1933,,3
1198,2480,,2
1199,2,,3
1200,1884,,5
1201,437,,4
1202,3353,,1
1203,2488,,2
1204,3405,,4
1205,747,,3
1206,2719,,4
1207,1309,,4
1208,355,,2
1209,1645,,3
1210,1607,,1
1211,1714,,4
1212,2927,,3
1213,958,,2
1214,2187,,4
1215,683,,5
1216,3011,,5
1217,1569,,1
1218,2738,,5
1219,922,,3
1220,1072,,1
1221,3367,,2
1222,669,,2
1223,1923,,2
1224,1105,,4
1225,1337,,3
1226,2384,,4
1227,2679,,5
1228,1648,,1
1229,2186,,5
1230,151,,1
1231,802,,1
1232,2543,,1
1233,2281,,1
1234,154,,2
1235,3053,,5
1236,1402,,4
1237,1041,,3
1238,1584,,5
1239,1353,,3
1240,1723,,1
1241,563,,1
1242,477,,3
1243,3390,,2
1244,2562,,2
1245,1238,,2
1246,2910,,2
1247,2725,,5
1248,2391,,1
1249,2471,,1
1250,3258,,2
1251,2857,,4
1252,882,,2
1253,2490,,2
1254,551,,4
1255,1722,,4
1256,231,,4
1257,581,,4
1258,2472,,4
1259,1273,,3
1260,556,,3
1261,3355,,4
1262,3214,,2
1263,786,,2
1264,2050,,2
1265,1007,,5
1266,2755,,1
1267,2357,,2
1268,1489,,1
1269,3189,,2
1270,2517,,2
1271,519,,3
1272,1520,,5
1273,2842,,3
1274,1846,,5
1275,343,,2
1276,2650,,4
1277,1648,,1
1278,816,,4
1279,2794,,4
1280,3030,,4
1281,2013,,5
1282,2454,,4
1283,826,,3
1284,2557,,4
1285,3098,,2
1286,816,,2
1287,3230,,5
1288,309,,5
1289,1528,,5
1290,250,,4
1291,1533,,2
1292,2217,,2
1293,2982,,2
1294,514,,3
1295,3040,,2
1296,3423,,4
1297,229,,1
1298,3292,,5
1299,3105,,3
1300,100,,2
1301,217,,3
1302,2484,,3
1303,1438,,3
1304,894,,2
1305,1385,,2
1306,1168,,2
1307,3341,fecha_mala,1
1308,824,,2
1309,304,,3
1310,2845,,1
1311,2877,,3
1312,3062,,3
1313,3327,,1
1314,139,,3
1315,2634,,4
1316,925,,4
1317,1445,,2
1318,1537,,3
1319,3376,,1
1320,1788,,2
1321,763,,4
1322,301,,3
1323,2018,,5
1324,2843,,4
1325,2434,,5
1326,3199,,3
1327,144,,1
1328,1380,,3
1329,2096,,5
1330,2937,,1
1331,1071,,5
1332,2317,,1
1333,713,,4
1334,2027,,5
1335,2655,,2
1336,2806,,2
1337,1548,,5
1338,1621,,2
1339,3021,,4
1340,1876,,1
1341,1200,,4
1342,941,,3
1343,2438,,3
1344,2440,,4
1345,1842,,3
1346,545,,4
1347,554,,3
1348,833,,5
1349,41,,3
1350,1644,,2
1351,1421,,5
1352,1320,,2
1353,3203,,5
1354,821,,5
1355,2771,,3
1356,658,,3
1357,2096,,2
1358,2949,,5
1359,2870,,2
1360,2024,,4
1361,710,,5
1362,1293,,1
1363,1455,,1
1364,2897,,5
1365,1293,,5
1366,2827,,2
1367,3260,,2
1368,380,,4
1369,3205,,3
1370,1943,,2
1371,2059,,2
1372,1047,,3
1373,1144,,2
1374,1853,,3
1375,682,,4
1376,2460,,2
1377,2285,,3
1378,30,,5
1379,722,,3
1380,1759,,1
1381,2542,,4
1382,1000,,3
1383,3038,,4
1384,1829,,1
1385,1847,,4
1386,377,,4
1387,2152,,1
1388,2801,,3
1389,724,,3
1390,1863,,3
1391,22,,4
1392,723,,4
1393,244,,5
1394,2637,,4
1395,3411,,2
1396,130,,5
1397,2406,,3
1398,2031,,5
1399,2405,,3
1400,1719,,2
1401,3396,,4
1402,136,,4
1403,511,,1
1404,856,,1
1405,2680,,4
1406,265,,1
1407,424,,3
1408,2509,,3
1409,1434,,3
1410,2418,,3
1411,1256,,5
1412,306,,3
1413,2046,,5
1414,375,,3
1415,1641,,3
1416,3015,,4
1417,627,,2
1418,688,,5
1419,3248,,5
1420,1041,,1
1421,1277,,1
1422,2344,,2
1423,439,,1
1424,208,,1
1425,2889,,5
1426,3246,,1
1427,3381,,2
1428,79,,5
1429,1815,,2
1430,2909,,1
1431,2894,,2
1432,1237,,2
1433,1680,,3
1434,514,,3
1435,477,,1
1436,1293,,2
1437,789,,3
1438,3332,,3
1439,275,,3
1440,1812,,5
1441,1907,,3
1442,204,,4
1443,1510,,3
1444,3225,,3
1445,376,,1
1446,492,,4
1447,567,,5
1448,188,,5
1449,3031,,4
1450,156,,2
1451,963,,3
1452,2831,,4
1453,3409,,4
1454,525,,4
1455,1234,,1
1456,614,,4
1457,660,,3
1458,3234,,1
1459,1157,,3
1460,2095,,4
1461,537,,5
1462,978,,4
1463,1237,,2
1464,2009,,4
1465,3083,,4
1466,833,,1
1467,2210,,5
1468,1693,,1
1469,2724,,4
1470,1147,,4
1471,1451,,5
1472,2133,,4
1473,1518,,1
1474,2599,,5
1475,48,,2
1476,1194,,3
1477,598,,5
1478,493,,2
1479,183,,4
1480,1219,,4
1481,746,,3
1482,2597,,4
1483,1720,,4
1484,2696,,3
1485,3033,,1
1486,2691,,4
1487,1442,,4
1488,3338,,2
1489,1320,,5
1490,2825,,2
1491,592,,1
1492,3318,,1
1493,1039,,3
1494,2147,,2
1495,1213,,4
1496,786,,4
1497,1129,,3
1498,2084,,2
1499,383,,5
1500,678,,5
1501,3151,,2
1502,293,,2
1503,2475,,5
1504,1033,,4
1505,1094,,3
1506,1243,,3
1507,1311,,4
1508,2428,,2
1509,2756,,5
1510,1244,,3
1511,588,,1
1512,11,,5
1513,2482,,5
1514,3141,,5
1515,118,,4
1516,2019,,2
1517,748,,3
1518,722,,3
1519,2838,,3
1520,865,,1
1521,1041,,2
1522,426,,3
1523,3097,,3
1524,3105,,2
1525,3128,,4
1526,789,,5
1527,643,,3
1528,3222,,4
1529,2100,,1
1530,906,,1
1531,160,,1
1532,2738,,5
1533,2748,,2
1534,36,,4
1535,1639,,4
1536,1656,,1
1537,1590,,1
1538,1265,,4
1539,1125,,4
1540,1146,,3
1541,3153,,2
1542,3399,,3
1543,383,,4
1544,2469,,1
1545,1965,,1
1546,877,,2
1547,637,,1
1548,2578,,1
1549,1249,,3
1550,444,,5
1551,3320,,4
1552,3172,,2
1553,1434,,3
1554,1461,,3
1555,1441,,2
1556,654,,5
1557,362,,5
1558,935,,5
1559,1326,,3
1560,532,,4
1561,122,,4
1562,3188,,4
1563,3006,,1
1564,1048,,5
1565,2105,,5
1566,490,,4
1567,3175,,3
1568,2785,,3
1569,603,,2
1570,731,,1
1571,1140,,5
1572,323,,2
1573,1189,,2
1574,2290,,3
1575,2488,,4
1576,26,,2
1577,1206,,2
1578,2852,,2
1579,2982,,2
1580,1928,,1
1581,2519,,2
1582,846,,3
1583,2975,,3
1584,1623,,2
1585,2370,,5
1586,899,,2
1587,593,,5
1588,1826,,4
1589,1790,,4
1590,1958,,2
1591,2768,,5
1592,2644,,3
1593,1034,,3
1594,1597,,2
1595,293,,3
1596,2695,,4
1597,464,,5
1598,238,,5
1599,1782,,1
1600,3156,,1
1601,1289,,5
1602,636,,5
1603,632,,1
1604,2866,,5
1605,2263,,4
1606,1695,,5
1607,3177,,1
1608,359,,5
1609,2112,,2
1610,1233,,3
1611,800,,2
1612,3146,,1
1613,3278,,4
1614,2859,,1
1615,509,,3
1616,2474,,1
1617,1228,,5
1618,1301,,3
1619,664,,1
1620,2017,,5
1621,2937,,4
1622,796,,1
1623,1842,,2
1624,2219,,3
1625,2160,,4
1626,894,,5
1627,99,,5
1628,2840,,1
1629,2044,,3
1630,2413,,1
1631,1822,,2
1632,1323,,2
1633,863,,6
1634,2259,,2
1635,2848,,3
1636,1114,,3
1637,83,,5
1638,534,,3
1639,1984,,1
1640,806,,3
1641,2789,,2
1642,931,,1
1643,1692,,4
1644,777,,4
1645,1557,,2
1646,2324,,2
1647,2726,,3
1648,2534,,3
1649,1738,,5
1650,1566,,1
1651,1116,,1
1652,3384,,4
1653,2513,,5
1654,3052,,4
1655,2534,,2
1656,299,,2
1657,909,,5
1658,1578,,4
1659,1078,,3
1660,3112,,3
1661,1685,,1
1662,755,,5
1663,2048,,1
1664,1297,,5
1665,439,,1
1666,3244,,1
1667,3239,,1
1668,2659,,3
1669,1076,,1
1670,2851,,2
1671,988,,4
1672,3013,,4
1673,3029,,2
1674,587,,1
1675,1079,,1
1676,2396,,3
1677,802,,3
1678,2750,,5
1679,2326,,3
1680,776,,2
1681,2658,,4
1682,149,,5
1683,1316,,5
1684,611,,1
1685,1,,3
1686,2540,,5
1687,524,,5
1688,2378,,4
1689,259,,1
1690,3055,,2
1691,3350,,5
1692,1086,,1
1693,1666,,4
1694,2130,,3
1695,2020,,4
1696,92,,4
1697,3354,,1
1698,3203,,1
1699,1668,,2
1700,1900,,5
1701,583,,5
1702,2564,,4
1703,1763,,2
1704,973,,5
1705,1052,,4
1706,281,,2
1707,2702,,4
1708,216,,3
1709,1930,,3
1710,2791,,2
1711,180,,4
1712,521,,2
1713,2612,,5
1714,2823,,1
1715,279,,2
1716,909,,1
