date,employee_id,department_id,shift_id,scheduled_minutes,absence_minutes,absence_reason,is_absent
2024-07-01,2471,3.0,1,438,0,,0
2024-07-01,2478,6.0,1,511,0,,0
2024-07-01,552,10.0,1,449,30,,0
2024-07-01,2258,1.0,1,516,0,,0
2024-07-01,1632,2.0,2,521,0,,0
2024-07-01,2453,3.0,1,503,0,,0
2024-07-01,2856,4.0,3,459,459,Sick,1
2024-07-01,1702,7.0,1,535,0,,0
2024-07-01,2546,5.0,2,503,0,,0
2024-07-01,800,3.0,1,498,0,,0
2024-07-01,759,2.0,2,523,0,,0
2024-07-01,3162,9.0,2,526,0,,0
2024-07-01,1365,4.0,1,429,0,,0
2024-07-01,1247,10.0,3,526,0,,0
2024-07-01,2416,9.0,1,512,0,,0
2024-07-01,1457,11.0,1,444,0,,0
2024-07-01,84,5.0,2,457,457,Sick,1
2024-07-01,865,5.0,3,511,0,,0
2024-07-01,2017,2.0,1,446,0,,0
2024-07-01,2951,7.0,1,474,0,,0
2024-07-01,2664,4.0,3,503,17,,0
2024-07-01,1609,8.0,2,498,61,,0
2024-07-01,2774,2.0,3,530,0,,0
2024-07-01,449,7.0,1,433,0,,0
2024-07-01,1485,1.0,2,455,0,,0
2024-07-01,2032,5.0,1,539,0,,0
2024-07-01,1980,2.0,3,488,488,Personal,1
2024-07-01,1159,10.0,1,450,0,,0
2024-07-01,279,6.0,2,455,0,,0
2024-07-01,19,10.0,1,461,0,,0
2024-07-01,1022,2.0,2,487,52,,0
2024-07-01,2134,5.0,2,454,0,,0
2024-07-01,2211,10.0,1,495,0,,0
2024-07-01,2317,8.0,3,473,42,,0
2024-07-01,2913,3.0,1,493,0,,0
2024-07-01,1451,6.0,2,438,0,,0
2024-07-01,887,8.0,1,495,0,,0
2024-07-01,1916,9.0,1,531,0,,0
2024-07-01,395,2.0,1,436,0,,0
2024-07-01,2943,2.0,1,459,0,,0
2024-07-01,3122,1.0,1,503,0,,0
2024-07-01,1796,4.0,2,494,494,Sick,1
2024-07-01,535,10.0,2,501,0,,0
2024-07-01,1915,2.0,2,487,0,,0
2024-07-01,1330,1.0,1,502,0,,0
2024-07-01,856,2.0,1,493,0,,0
2024-07-01,823,1.0,1,428,0,,0
2024-07-01,1533,1.0,2,510,0,,0
2024-07-01,2622,3.0,3,474,0,,0
2024-07-01,3108,7.0,1,426,0,,0
2024-07-01,729,8.0,2,469,0,,0
2024-07-01,1621,7.0,1,472,0,,0
2024-07-01,1917,10.0,1,430,0,,0
2024-07-01,2910,6.0,1,540,0,,0
2024-07-01,859,2.0,1,446,0,,0
2024-07-01,2234,2.0,2,460,0,,0
2024-07-01,275,2.0,3,473,0,,0
2024-07-01,733,4.0,1,520,0,,0
2024-07-01,838,9.0,1,509,0,,0
2024-07-01,1776,3.0,2,513,0,,0
2024-07-01,1229,5.0,3,448,0,,0
2024-07-01,2586,6.0,2,522,0,,0
2024-07-01,374,8.0,1,520,0,,0
2024-07-01,2304,7.0,2,476,0,,0
2024-07-01,1778,4.0,1,486,0,,0
2024-07-01,2930,2.0,3,424,0,,0
2024-07-01,1594,8.0,1,512,0,,0
2024-07-01,1491,10.0,2,536,0,,0
2024-07-01,2506,4.0,1,477,0,,0
2024-07-01,909,7.0,1,485,0,,0
2024-07-01,2973,10.0,3,480,0,,0
2024-07-01,308,4.0,2,430,0,,0
2024-07-01,2981,7.0,1,494,0,,0
2024-07-01,2213,10.0,3,507,0,,0
2024-07-01,1974,6.0,3,532,532,Personal,1
2024-07-01,2891,10.0,1,532,0,,0
2024-07-01,1263,3.0,1,479,0,,0
2024-07-01,1960,3.0,1,536,0,,0
2024-07-01,1232,6.0,2,483,0,,0
2024-07-01,1999,2.0,1,497,0,,0
2024-07-01,147,5.0,1,492,0,,0
2024-07-01,3309,7.0,3,540,0,,0
2024-07-01,2754,4.0,3,509,0,,0
2024-07-01,3064,2.0,3,434,0,,0
2024-07-01,361,2.0,3,428,0,,0
2024-07-01,1577,8.0,2,469,0,,0
2024-07-01,2575,1.0,2,482,0,,0
2024-07-01,167,4.0,2,500,0,,0
2024-07-01,1821,1.0,1,478,0,,0
2024-07-01,2607,5.0,1,482,0,,0
2024-07-01,1840,10.0,1,531,0,,0
2024-07-01,3259,2.0,2,460,0,,0
2024-07-01,3331,1.0,1,479,0,,0
2024-07-01,244,5.0,1,487,0,,0
2024-07-01,3160,7.0,2,476,0,,0
2024-07-01,2960,4.0,1,537,0,,0
2024-07-01,2409,3.0,1,536,26,,0
2024-07-01,1811,7.0,3,482,0,,0
2024-07-01,1854,8.0,3,474,0,,0
2024-07-01,2124,8.0,1,491,0,,0
2024-07-01,763,8.0,1,441,0,,0
2024-07-01,1384,4.0,1,471,0,,0
2024-07-01,363,8.0,2,446,446,Personal,1
2024-07-01,66,4.0,3,437,0,,0
2024-07-01,1419,8.0,1,431,0,,0
2024-07-01,3115,4.0,2,491,0,,0
2024-07-01,3343,3.0,1,420,0,,0
2024-07-01,2769,9.0,1,498,0,,0
2024-07-01,2798,8.0,3,472,0,,0
2024-07-01,977,1.0,1,464,0,,0
2024-07-01,1739,3.0,1,513,52,,0
2024-07-01,2839,1.0,1,485,485,Sick,1
2024-07-01,947,3.0,2,508,0,,0
2024-07-01,1703,10.0,3,505,0,,0
2024-07-01,2548,6.0,3,423,0,,0
2024-07-01,484,4.0,1,446,0,,0
2024-07-01,1359,5.0,1,488,0,,0
2024-07-01,685,10.0,2,538,0,,0
2024-07-01,2137,8.0,1,438,0,,0
2024-07-01,1903,9.0,3,432,0,,0
2024-07-01,1866,2.0,2,533,0,,0
2024-07-01,429,5.0,1,536,0,,0
2024-07-01,2018,1.0,3,440,0,,0
2024-07-01,2158,2.0,1,468,0,,0
2024-07-01,1056,10.0,1,495,0,,0
2024-07-01,1806,3.0,2,443,443,Sick,1
2024-07-01,3297,1.0,1,459,0,,0
2024-07-01,325,6.0,2,467,467,Personal,1
2024-07-01,2038,3.0,2,497,50,,0
2024-07-01,830,2.0,3,457,0,,0
2024-07-01,2749,3.0,3,469,90,,0
2024-07-01,833,8.0,1,455,0,,0
2024-07-01,3415,3.0,1,511,0,,0
2024-07-01,1837,10.0,2,438,0,,0
2024-07-01,569,9.0,3,447,0,,0
2024-07-01,82,4.0,1,450,0,,0
2024-07-01,711,3.0,1,529,0,,0
2024-07-01,245,3.0,1,534,0,,0
2024-07-01,464,6.0,1,480,0,,0
2024-07-01,922,5.0,2,438,0,,0
2024-07-01,3022,4.0,1,511,0,,0
2024-07-01,897,5.0,2,479,0,,0
2024-07-01,2964,2.0,3,522,0,,0
2024-07-01,2256,1.0,3,463,0,,0
2024-07-01,2653,1.0,1,540,0,,0
2024-07-01,2737,1.0,1,517,0,,0
2024-07-01,1100,8.0,2,447,0,,0
2024-07-01,2593,6.0,3,507,0,,0
2024-07-01,1545,7.0,1,454,0,,0
2024-07-01,932,10.0,3,462,0,,0
2024-07-01,1714,5.0,1,450,0,,0
2024-07-01,2108,2.0,3,502,502,Sick,1
2024-07-01,55,7.0,1,451,0,,0
2024-07-01,1989,4.0,1,497,0,,0
2024-07-01,254,1.0,1,490,0,,0
2024-07-01,776,3.0,1,510,35,,0
2024-07-01,2890,3.0,1,540,540,Personal,1
2024-07-01,2174,1.0,1,421,0,,0
2024-07-01,1860,2.0,1,539,0,,0
2024-07-01,230,3.0,2,433,0,,0
2024-07-01,3063,7.0,1,483,33,,0
2024-07-01,1576,1.0,2,461,0,,0
2024-07-01,3147,3.0,3,497,0,,0
2024-07-01,1307,8.0,1,507,58,,0
2024-07-01,1249,8.0,1,524,0,,0
2024-07-01,2241,10.0,3,468,0,,0
2024-07-01,1259,3.0,3,532,0,,0
2024-07-01,2836,5.0,1,459,0,,0
2024-07-01,2732,3.0,3,444,0,,0
2024-07-01,1798,4.0,1,465,0,,0
2024-07-01,738,9.0,1,483,0,,0
2024-07-01,3357,3.0,2,500,0,,0
2024-07-01,1051,9.0,1,520,0,,0
2024-07-01,928,3.0,2,447,0,,0
2024-07-01,234,7.0,1,456,0,,0
2024-07-01,1543,7.0,2,533,0,,0
2024-07-01,1276,5.0,1,473,0,,0
2024-07-01,2077,6.0,1,449,0,,0
2024-07-01,3181,1.0,1,539,0,,0
2024-07-01,1550,9.0,1,474,0,,0
2024-07-01,587,2.0,2,539,0,,0
2024-07-01,1369,5.0,1,531,0,,0
2024-07-01,874,8.0,1,529,0,,0
2024-07-01,214,3.0,1,490,0,,0
2024-07-01,1492,6.0,1,516,0,,0
2024-07-01,3358,4.0,3,536,0,,0
2024-07-01,2393,1.0,1,452,0,,0
2024-07-01,667,2.0,3,424,0,,0
2024-07-01,2580,7.0,1,458,0,,0
2024-07-01,916,6.0,2,497,0,,0
2024-07-01,2176,1.0,1,486,21,,0
2024-07-01,3128,3.0,1,429,0,,0
2024-07-01,514,8.0,3,487,0,,0
2024-07-01,2869,4.0,3,441,0,,0
2024-07-01,750,9.0,3,481,0,,0
2024-07-01,676,1.0,1,489,0,,0
2024-07-01,2352,4.0,1,497,0,,0
2024-07-01,3369,1.0,2,469,0,,0
2024-07-01,2588,10.0,1,469,0,,0
2024-07-01,931,9.0,2,502,0,,0
2024-07-01,345,8.0,2,510,0,,0
2024-07-01,755,10.0,2,517,0,,0
2024-07-01,2744,3.0,3,460,0,,0
2024-07-01,3140,5.0,2,471,0,,0
2024-07-01,2219,10.0,1,460,0,,0
2024-07-01,424,1.0,1,483,0,,0
2024-07-01,2404,10.0,2,435,435,Sick,1
2024-07-01,1153,4.0,1,472,0,,0
2024-07-01,2934,3.0,1,442,0,,0
2024-07-01,1148,2.0,1,484,0,,0
2024-07-01,2338,2.0,2,522,0,,0
2024-07-01,3182,2.0,3,539,0,,0
2024-07-01,3379,10.0,2,474,0,,0
2024-07-01,1495,7.0,1,426,0,,0
2024-07-01,1063,3.0,1,447,0,,0
2024-07-01,3293,3.0,1,432,0,,0
2024-07-01,3237,9.0,1,511,0,,0
2024-07-01,399,2.0,2,539,0,,0
2024-07-01,2185,9.0,2,487,487,Sick,1
2024-07-01,3265,1.0,1,441,0,,0
2024-07-01,409,8.0,1,422,0,,0
2024-07-01,811,4.0,1,538,0,,0
2024-07-01,2783,5.0,3,458,458,Unknown,1
2024-07-01,202,4.0,2,433,433,Sick,1
2024-07-01,994,5.0,1,441,0,,0
2024-07-01,2918,10.0,3,450,0,,0
2024-07-01,2043,9.0,1,499,0,,0
2024-07-01,939,10.0,1,527,0,,0
2024-07-01,2498,5.0,3,453,0,,0
2024-07-01,1354,7.0,1,503,0,,0
2024-07-01,426,1.0,1,427,0,,0
2024-07-01,3059,2.0,2,421,0,,0
2024-07-01,1321,4.0,1,426,0,,0
2024-07-01,2518,10.0,2,531,0,,0
2024-07-01,3320,7.0,1,490,0,,0
2024-07-01,1815,3.0,1,517,0,,0
2024-07-01,3364,3.0,1,422,0,,0
2024-07-01,247,2.0,1,422,0,,0
2024-07-01,1527,6.0,1,522,0,,0
2024-07-01,1663,3.0,1,432,66,,0
2024-07-01,240,7.0,3,438,0,,0
2024-07-01,850,10.0,1,482,0,,0
2024-07-01,1224,5.0,1,493,0,,0
2024-07-01,2787,5.0,1,447,0,,0
2024-07-01,397,6.0,1,473,0,,0
2024-07-01,2895,4.0,1,501,0,,0
2024-07-01,1780,7.0,2,473,0,,0
2024-07-01,2633,2.0,1,466,40,,0
2024-07-01,1804,4.0,3,428,0,,0
2024-07-01,1970,9.0,3,474,0,,0
2024-07-01,2127,8.0,1,517,517,Personal,1
2024-07-01,3111,6.0,1,495,0,,0
2024-07-01,660,8.0,1,528,69,,0
2024-07-01,3048,6.0,2,435,0,,0
2024-07-01,173,5.0,1,421,0,,0
2024-07-01,1706,8.0,3,486,0,,0
2024-07-01,765,8.0,2,441,0,,0
2024-07-01,3087,3.0,3,491,0,,0
2024-07-01,3386,2.0,1,529,0,,0
2024-07-01,458,3.0,3,460,0,,0
2024-07-01,639,10.0,1,486,0,,0
2024-07-01,20,10.0,1,502,0,,0
2024-07-01,716,5.0,1,438,438,Sick,1
2024-07-01,2976,5.0,3,528,0,,0
2024-07-01,2245,2.0,2,444,0,,0
2024-07-01,372,1.0,3,517,0,,0
2024-07-01,1143,6.0,1,499,0,,0
2024-07-01,744,7.0,3,437,0,,0
2024-07-01,3393,4.0,1,507,0,,0
2024-07-01,3268,4.0,1,443,443,Personal,1
2024-07-01,1388,4.0,3,492,0,,0
2024-07-01,1027,2.0,1,536,0,,0
2024-07-01,1546,2.0,1,535,0,,0
2024-07-01,583,6.0,2,525,0,,0
2024-07-01,1990,3.0,1,479,0,,0
2024-07-01,2312,7.0,1,487,0,,0
2024-07-01,2611,8.0,1,456,0,,0
2024-07-01,1699,4.0,1,531,0,,0
2024-07-01,2621,7.0,3,477,0,,0
2024-07-01,3395,10.0,2,513,0,,0
2024-07-01,1600,1.0,1,463,0,,0
2024-07-01,3422,3.0,1,509,0,,0
2024-07-01,1296,1.0,1,447,0,,0
2024-07-01,2813,2.0,2,508,0,,0
2024-07-01,295,4.0,3,425,0,,0
2024-07-01,477,2.0,3,432,432,Sick,1
2024-07-01,2592,4.0,1,462,0,,0
2024-07-01,2340,8.0,1,478,0,,0
2024-07-01,2944,7.0,1,506,0,,0
2024-07-01,3189,5.0,2,463,0,,0
2024-07-01,2375,2.0,1,422,0,,0
2024-07-01,2355,7.0,2,459,0,,0
2024-07-01,2178,9.0,2,473,28,,0
2024-07-01,1336,10.0,1,485,0,,0
2024-07-01,3280,3.0,1,497,0,,0
2024-07-01,2430,3.0,1,449,0,,0
2024-07-01,3424,5.0,1,493,0,,0
2024-07-01,1039,4.0,1,496,0,,0
2024-07-01,961,4.0,2,513,0,,0
2024-07-01,1740,8.0,1,483,0,,0
2024-07-01,3046,6.0,1,518,0,,0
2024-07-01,2028,7.0,2,446,0,,0
2024-07-01,1328,10.0,2,506,0,,0
2024-07-01,2089,6.0,1,425,0,,0
2024-07-01,2269,5.0,3,432,0,,0
2024-07-01,2849,9.0,3,524,0,,0
2024-07-01,1715,10.0,2,477,0,,0
2024-07-01,1183,10.0,2,495,0,,0
2024-07-01,3423,4.0,1,493,0,,0
2024-07-01,238,4.0,3,504,0,,0
2024-07-01,532,6.0,1,449,0,,0
2024-07-01,534,8.0,3,441,0,,0
2024-07-01,2508,2.0,2,425,0,,0
2024-07-01,3207,10.0,1,524,0,,0
2024-07-01,1469,2.0,1,447,43,,0
2024-07-01,150,8.0,2,489,489,Personal,1
2024-07-01,832,8.0,2,475,0,,0
2024-07-01,2094,3.0,1,439,0,,0
2024-07-01,3039,3.0,2,470,0,,0
2024-07-01,2328,1.0,3,430,0,,0
2024-07-01,2782,9.0,1,441,0,,0
2024-07-01,2965,4.0,1,436,0,,0
2024-07-01,3149,8.0,1,519,0,,0
2024-07-01,42,4.0,2,488,0,,0
2024-07-01,3121,1.0,1,532,0,,0
2024-07-01,2198,4.0,3,472,0,,0
2024-07-01,1390,3.0,1,444,0,,0
2024-07-01,1763,3.0,2,493,0,,0
2024-07-01,1167,8.0,1,532,0,,0
2024-07-01,1973,6.0,1,484,26,,0
2024-07-01,1954,3.0,2,422,0,,0
2024-07-01,1684,8.0,1,456,0,,0
2024-07-01,2227,2.0,1,531,0,,0
2024-07-01,2874,4.0,3,482,0,,0
2024-07-01,2193,10.0,3,535,0,,0
2024-07-01,3035,8.0,3,481,0,,0
2024-07-01,3352,6.0,1,421,0,,0
2024-07-01,3290,5.0,2,525,525,Sick,1
2024-07-01,1851,6.0,3,512,0,,0
2024-07-01,3095,4.0,1,506,0,,0
2024-07-01,3047,9.0,1,537,0,,0
2024-07-01,955,1.0,3,443,0,,0
2024-07-01,1611,9.0,1,529,0,,0
2024-07-01,1018,1.0,2,448,0,,0
2024-07-01,2657,6.0,3,537,0,,0
2024-07-01,3124,4.0,2,443,0,,0
2024-07-01,65,1.0,1,486,0,,0
2024-07-01,2221,10.0,1,515,0,,0
2024-07-01,452,5.0,1,429,0,,0
2024-07-01,1933,9.0,1,428,0,,0
2024-07-01,1928,2.0,2,522,0,,0
2024-07-01,1394,7.0,3,427,0,,0
2024-07-01,1436,6.0,1,494,0,,0
2024-07-01,2237,6.0,1,533,0,,0
2024-07-01,3365,4.0,3,494,0,,0
2024-07-01,1297,10.0,1,478,0,,0
2024-07-01,531,10.0,1,470,0,,0
2024-07-01,1525,5.0,1,497,0,,0
2024-07-01,3045,7.0,2,489,0,,0
2024-07-01,2644,4.0,1,480,0,,0
2024-07-01,2933,9.0,2,438,0,,0
2024-07-01,2246,10.0,1,500,0,,0
2024-07-01,3091,10.0,2,509,0,,0
2024-07-01,1586,2.0,1,505,0,,0
2024-07-01,2458,9.0,1,429,0,,0
2024-07-01,26,3.0,1,505,0,,0
2024-07-01,1770,7.0,1,508,508,Sick,1
2024-07-01,2901,1.0,1,442,0,,0
2024-07-01,2712,4.0,1,522,0,,0
2024-07-01,2982,,1,483,0,,0
2024-07-01,2473,1.0,1,477,84,,0
2024-07-01,2938,4.0,3,507,0,,0
2024-07-01,2063,7.0,1,481,54,,0
2024-07-01,431,8.0,3,485,38,,0
2024-07-01,468,5.0,3,457,0,,0
2024-07-01,2909,7.0,1,532,0,,0
2024-07-01,2695,9.0,2,537,0,,0
2024-07-01,221,10.0,3,435,0,,0
2024-07-01,3381,10.0,2,508,0,,0
2024-07-01,2436,5.0,1,422,0,,0
2024-07-01,704,8.0,1,464,0,,0
2024-07-01,1816,6.0,1,537,0,,0
2024-07-01,1118,3.0,1,441,0,,0
2024-07-01,2525,4.0,3,465,0,,0
2024-07-01,1213,2.0,3,446,0,,0
2024-07-01,1379,4.0,1,508,0,,0
2024-07-01,2307,5.0,2,476,0,,0
2024-07-01,2651,8.0,1,491,0,,0
2024-07-01,1967,3.0,3,534,0,,0
2024-07-01,942,1.0,1,483,0,,0
2024-07-01,1629,10.0,3,508,0,,0
2024-07-01,986,4.0,3,431,0,,0
2024-07-01,420,6.0,1,446,0,,0
2024-07-01,1115,9.0,1,534,0,,0
2024-07-01,3105,1.0,3,524,0,,0
2024-07-01,1994,5.0,1,499,0,,0
2024-07-01,847,8.0,1,465,0,,0
2024-07-01,1848,10.0,3,444,0,,0
2024-07-01,2843,6.0,2,523,0,,0
2024-07-01,544,9.0,1,515,0,,0
2024-07-01,269,2.0,1,449,0,,0
2024-07-01,2519,10.0,1,491,0,,0
2024-07-01,3383,4.0,3,494,0,,0
2024-07-01,2727,10.0,1,477,0,,0
2024-07-01,764,9.0,1,532,0,,0
2024-07-01,504,6.0,1,435,0,,0
2024-07-01,1190,2.0,3,451,451,Sick,1
2024-07-01,312,1.0,1,431,76,,0
2024-07-01,783,10.0,3,503,0,,0
2024-07-01,3163,2.0,2,497,497,Personal,1
2024-07-01,2447,7.0,3,539,0,,0
2024-07-01,2387,5.0,3,485,0,,0
2024-07-01,109,6.0,3,438,0,,0
2024-07-01,291,1.0,3,474,0,,0
2024-07-01,828,1.0,1,430,0,,0
2024-07-01,571,6.0,2,501,0,,0
2024-07-01,1400,8.0,1,501,0,,0
2024-07-01,2692,6.0,1,523,0,,0
2024-07-01,1845,8.0,3,461,0,,0
2024-07-01,2958,3.0,3,457,0,,0
2024-07-01,1304,2.0,2,428,0,,0
2024-07-01,1044,9.0,1,470,0,,0
2024-07-01,2726,2.0,1,477,0,,0
2024-07-01,2016,7.0,1,511,0,,0
2024-07-01,3050,9.0,1,511,16,,0
2024-07-01,1856,7.0,1,436,0,,0
2024-07-01,1000,5.0,1,454,454,Sick,1
2024-07-01,3362,8.0,1,481,0,,0
2024-07-01,313,6.0,2,460,0,,0
2024-07-01,2590,3.0,1,423,0,,0
2024-07-01,726,7.0,3,522,0,,0
2024-07-01,364,9.0,2,508,0,,0
2024-07-01,3103,9.0,1,482,0,,0
2024-07-01,2835,2.0,1,458,458,Personal,1
2024-07-01,907,9.0,1,521,0,,0
2024-07-01,2192,8.0,3,424,0,,0
2024-07-01,454,9.0,1,474,0,,0
2024-07-01,3356,10.0,1,516,0,,0
2024-07-01,1121,9.0,3,535,0,,0
2024-07-01,3328,9.0,3,450,0,,0
2024-07-01,99,8.0,1,498,0,,0
2024-07-01,350,8.0,1,442,0,,0
2024-07-01,1265,5.0,1,434,0,,0
2024-07-01,889,2.0,1,462,0,,0
2024-07-01,1109,2.0,1,527,0,,0
2024-07-01,1378,1.0,2,503,0,,0
2024-07-01,796,5.0,3,479,0,,0
2024-07-01,520,8.0,1,454,0,,0
2024-07-01,1835,8.0,2,437,0,,0
2024-07-01,2146,4.0,1,452,0,,0
2024-07-01,528,1.0,3,438,0,,0
2024-07-01,3099,3.0,2,442,0,,0
2024-07-01,2730,7.0,3,503,0,,0
2024-07-01,101,7.0,3,436,0,,0
2024-07-01,1912,4.0,1,425,0,,0
2024-07-01,491,8.0,1,485,52,,0
2024-07-01,2491,1.0,1,454,0,,0
2024-07-01,177,4.0,1,475,0,,0
2024-07-01,3312,3.0,3,436,48,,0
2024-07-01,3138,8.0,1,445,0,,0
2024-07-01,3118,6.0,2,473,0,,0
2024-07-01,41,6.0,1,503,0,,0
2024-07-01,1104,1.0,1,470,0,,0
2024-07-01,459,9.0,1,485,0,,0
